celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,norm_name,success_score,week1_total,week2_total,week3_total,mean_judge_w1_3,fan_w1,fan_w2,fan_w3,mean_fan_w1_3,judge_slope,fan_slope,age,industry,partner,country,homestate,industry_b,partner_b
Josie Maran,Alec Mazo,Model,California,United States,29,5,Eliminated Week 1,12,6.0,5.0,5.0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,josie maran,0.0,16.0,,,16.0,0.064449671396484,0.0632412472988265,0.0,0.042563639565103506,,-0.032224835698241985,29,Model,Alec Mazo,United States,California,Model,Other
Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,5,Eliminated Week 2,11,7.0,7.0,7.0,,7.0,7.0,7.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,albert reed,0.09090909090909094,21.0,21.0,,21.0,0.0559998674139054,0.05603188661291,0.0586962315019298,0.056909328509581726,0.0,0.0013481820440121972,22,Model,Anna Trebunskaya,United States,Florida,Model,Other
Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,8.0,9.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,7.0,8.0,,9.0,10.0,9.0,,9.0,8.5,8.5,,9.5,9.5,9.5,,10.0,10.0,10.0,,9.0,9.3333,9.6666,,,,,,helio castroneves,1.0,25.0,27.0,24.0,25.333333333333332,0.0994072234402281,0.1000197511398418,0.1068968025029503,0.10210792569434007,-0.5000000000000009,0.0037447895313610915,32,Racing Driver,Julianne Hough,Brazil,Unknown,Other,Other
Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,8.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.0,9.0,9.0,,9.0,9.5,9.5,,10.0,10.0,10.0,,9.3333,9.3333,9.6666,,,,,,mel b,0.9090909090909091,24.0,23.0,27.0,24.666666666666668,0.0865147650734057,0.0867251392857545,0.0929205876334985,0.08872016399755289,1.4999999999999964,0.0032029112800463877,32,Singer/Rapper,Maksim Chmerkoskiy,England,Unknown,Singer/Rapper,Maksim Chmerkoskiy
Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,6.0,7.0,6.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,wayne newton,0.18181818181818177,19.0,15.0,18.0,17.333333333333332,0.0694686785462116,0.0691222243440988,0.0735056390157627,0.07069884730202436,-0.5000000000000017,0.002018480234775539,65,Singer/Rapper,Cheryl Burke,United States,Virginia,Singer/Rapper,Cheryl Burke
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,8.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,9.0,8.5,8.5,,8.0,8.5,8.0,,9.5,9.5,9.0,,8.0,7.5,7.5,,,,,,marie osmond,0.8181818181818181,21.0,24.0,26.0,23.666666666666668,0.0892422953231854,0.0895424077728395,0.0958590331692448,0.09154791208842324,2.4999999999999964,0.003308368923029696,47,Singer/Rapper,Jonathan Roberts,United States,Utah,Singer/Rapper,Other
Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,7.0,7.0,7.0,,6.0,6.0,6.0,,6.0,7.0,7.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,mark cuban,0.36363636363636365,21.0,18.0,20.0,19.666666666666668,0.0974466977982578,0.0972311861425819,0.1035699739511504,0.09941595263066337,-0.5000000000000024,0.003061638076446286,49,TV Personality,Kym Johnson,United States,Pennsylvania,TV Personality,Kym Johnson
Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,7.0,7.0,7.0,,7.0,6.0,7.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,7.5,7.5,8.0,,10.0,9.0,9.5,,9.5,9.0,9.5,,9.0,8.0,9.0,,,,,,cristian de la fuente,0.8181818181818181,21.0,20.0,25.0,22.0,0.0904492273768065,0.0851009154466522,0.0896598484426544,0.0884033304220377,1.9999999999999971,-0.00039468946707605724,34,Actor/Actress,Cheryl Burke,Chile,Unknown,Actor/Actress,Cheryl Burke
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,6.0,6.0,6.0,,6.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,steve guttenberg,0.18181818181818177,18.0,16.0,21.0,18.333333333333332,0.0797496126956886,0.0671068340048534,0.0671748905055163,0.0713437790686861,1.499999999999999,-0.006287361095086153,49,Actor/Actress,Anna Trebunskaya,United States,New York,Actor/Actress,Other
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,priscilla presley,0.36363636363636365,24.0,21.0,26.0,23.666666666666668,0.0869343135648942,0.0841091802985282,0.0897559104998951,0.0869331347877725,0.9999999999999986,0.0014107984675004396,62,Actor/Actress,Louis van Amstel,United States,New York,Actor/Actress,Other
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,7.0,7.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,marlee matlin,0.4545454545454546,22.0,24.0,21.0,22.333333333333332,0.0683424064704601,0.0718970118185824,0.0719699262855671,0.07073644819153653,-0.4999999999999977,0.0018137599075534981,42,Actor/Actress,Fabian Sanchez,United States,Illinois,Actor/Actress,Other
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,10.0,9.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,shannon elizabeth,0.5454545454545454,21.0,24.0,24.0,23.0,0.0865489722667375,0.0910505322143933,0.094708807730679,0.0907694374039366,1.4999999999999996,0.004079917731970745,34,Actor/Actress,Derek Hough,United States,Texas,Actor/Actress,Derek Hough
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.5,8.5,,8.5,8.0,8.5,,8.5,9.0,8.5,,0.0,0.0,0.0,,,,,,marissa jaret winokur,0.7272727272727273,18.0,21.0,19.0,19.333333333333332,0.0738871103721158,0.0714859764020167,0.0697508163756696,0.0717079677166007,0.5000000000000009,-0.0020681469982231,35,Actor/Actress,Tony Dovolani,United States,New York,Actor/Actress,Tony Dovolani
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,7.0,8.0,7.0,,9.0,9.0,9.0,,8.0,7.0,8.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.5,8.5,9.5,,9.0,8.0,9.0,,9.0,9.5,9.0,,9.5,9.5,9.5,,,,,,jason taylor,0.9090909090909091,22.0,27.0,23.0,24.0,0.0769685616159945,0.0880445233006314,0.0904178840035727,0.08514365630673286,0.5000000000000009,0.0067246611937891,33,Athlete,Edyta Sliwinska,United States,Pennsylvania,Athlete,Other
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,10.0,10.0,,10.0,10.0,10.0,,9.5,8.0,9.5,,8.5,9.5,9.5,,9.5,9.0,10.0,,10.0,10.0,10.0,,,,,,kristi yamaguchi,1.0,27.0,27.0,27.0,27.0,0.1079933204881934,0.1235338198142896,0.133524639681744,0.121683926661409,0.0,0.012765659596775296,36,Athlete,Mark Ballas,United States,California,Athlete,Mark Ballas
Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,5.0,5.0,5.0,,5.0,5.0,5.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,monica seles,0.09090909090909094,15.0,15.0,,15.0,0.0748207006281614,0.0612261762394409,0.0468493651630014,0.06096541401020123,-3.552713678800501e-15,-0.013985667732580009,34,Athlete,Jonathan Roberts,Yugoslavia,Unknown,Athlete,Other
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,5.0,6.0,5.0,,6.0,6.0,5.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,penn jillette,0.0,16.0,17.0,,16.5,0.0515396902830244,0.0445967050263748,0.0341247395668877,0.043420378292095635,0.9999999999999982,-0.00870747535806835,53,Magician,Kym Johnson,United States,Massachusetts,Other,Kym Johnson
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,5.0,5.0,5.0,,6.0,7.0,6.0,,7.0,7.0,7.0,,6.0,7.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,adam carolla,0.2727272727272727,15.0,19.0,21.0,18.333333333333332,0.0694443548822425,0.0635394596926013,0.063603898335026,0.06552923763662327,3.0,-0.002920228273608247,43,Radio Personality,Julianne Hough,United States,California,Radio Personality,Other
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,8.0,8.0,8.0,,9.0,8.0,9.0,,7.0,6.0,8.0,,8.0,7.0,9.0,,9.0,9.0,9.0,,9.0,9.0,10.0,,8.5,8.5,8.5,,9.0,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,mario,0.6363636363636364,24.0,26.0,21.0,23.666666666666668,0.1333217293556803,0.1483088657416353,0.1484592734097862,0.14336328950236726,-1.4999999999999996,0.007568772027052958,21,Singer/Rapper,Karina Smirnoff,United States,Maryland,Singer/Rapper,Karina Smirnoff
Ted McGinley,Inna Brayer,Actor/Actress,California,United States,50,7,Eliminated Week 1,12,6.0,6.0,6.5,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,ted mcginley,0.08333333333333337,18.5,,,18.5,0.0862153492159311,0.0786069198736062,0.0,0.0549407563631791,,-0.043107674607965545,50,Actor/Actress,Inna Brayer,United States,California,Actor/Actress,Other
Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,7,Eliminated Week 6,7,6.0,5.0,5.0,,5.0,5.0,5.0,,6.0,5.0,5.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,cloris leachman,0.5,16.0,15.0,16.0,15.666666666666666,0.0757823134544801,0.0749084902635057,0.0867958846261209,0.07916222944803557,-7.944109290391275e-16,0.00550678558582039,82,Actor/Actress,Corky Ballas,United States,Iowa,Actor/Actress,Other
Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,7,Eliminated Week 7,6,6.0,6.0,6.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,8.0,8.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,susan lucci,0.5833333333333333,18.5,21.0,21.0,20.166666666666668,0.0441256989174115,0.0450494591588021,0.0534209118719905,0.04753202331606803,1.2500000000000007,0.004647606477289503,61,Actor/Actress,Tony Dovolani,United States,New York,Actor/Actress,Tony Dovolani
Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,7,Eliminated Week 9,4,7.0,6.5,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,8.0,,10.0,9.0,9.0,,8.0,8.0,7.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,cody linley,0.75,20.5,21.0,21.0,20.833333333333332,0.1050850376624219,0.1072849660973068,0.1272215211035204,0.11319717495441635,0.24999999999999806,0.01106824172054924,18,Actor/Actress,Julianne Hough,United States,Texas,Actor/Actress,Other
Misty May-Treanor,Maksim Chmerkoskiy,Athlete,California,United States,31,7,Withdrew,10,6.5,7.5,7.0,,7.0,7.0,7.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,misty maytreanor,0.25,21.0,21.0,,21.0,0.0811977737105439,0.0828976283730983,0.0891946062679977,0.08443000278387996,0.0,0.003998416278726898,31,Athlete,Maksim Chmerkoskiy,United States,California,Athlete,Maksim Chmerkoskiy
Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,7,Eliminated Week 8,5,6.5,6.5,6.5,,7.0,6.0,6.0,,8.0,8.0,8.0,,6.0,7.0,7.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,8.0,9.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,maurice greene,0.6666666666666667,19.5,19.0,24.0,20.833333333333332,0.0619406317476114,0.0625597995143094,0.0752227557153562,0.06657439565909233,2.249999999999998,0.0066410619838723995,34,Athlete,Cheryl Burke,United States,Kansas,Athlete,Cheryl Burke
Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,7,2nd Place,2,7.0,7.0,7.5,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,7.0,7.0,7.0,,9.5,8.5,9.0,,8.5,8.0,8.0,,9.0,9.5,9.0,,,,,,warren sapp,0.9166666666666666,21.5,24.0,25.0,23.5,0.0814099997063532,0.084468180005786,0.1020370168283398,0.089305065513493,1.7499999999999991,0.010313508560993301,35,Athlete,Kym Johnson,United States,Florida,Athlete,Kym Johnson
Jeffrey Ross,Edyta Sliwinska,Comedian,New Jersey,United States,43,7,Eliminated Week 1,13,4.0,4.0,4.0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,jeffrey ross,0.0,12.0,,,12.0,0.0764550016134511,0.0697079144307921,0.0,0.04872097201474773,,-0.03822750080672554,43,Comedian,Edyta Sliwinska,United States,New Jersey,Comedian,Other
Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,7,Eliminated Week 5,8,7.5,7.0,8.0,,7.0,8.0,8.0,,8.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,toni braxton,0.41666666666666663,22.5,23.0,22.0,22.5,0.0894059563947109,0.0922662147042722,0.1099196012929867,0.09719725746398993,-0.2500000000000012,0.01025682244913789,40,Singer/Rapper,Alec Mazo,United States,Maryland,Singer/Rapper,Other
Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,7,3rd Place,3,7.5,6.0,8.0,,7.0,6.0,7.0,,8.0,7.0,7.0,,9.0,8.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,9.0,7.0,9.0,,8.5,7.5,9.0,,10.0,9.0,9.5,,9.0,9.0,9.5,,,,,,lance bass,0.8333333333333334,21.5,20.0,22.0,21.166666666666668,0.0650540161896109,0.0660591474341148,0.0786983097874537,0.06993715780372646,0.2500000000000012,0.0068221467989213955,29,Singer/Rapper,Lacey Schwimmer,United States,Mississippi,Singer/Rapper,Other
Kim Kardashian,Mark Ballas,TV Personality,California,United States,27,7,Eliminated Week 2,11,6.0,6.5,6.0,,6.0,6.0,5.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,kim kardashian,0.16666666666666663,18.5,17.0,,17.75,0.0531831501180034,0.0531392608342619,0.0571757665509107,0.05449939250105867,-1.5000000000000018,0.001996308216453646,27,TV Personality,Mark Ballas,United States,California,TV Personality,Mark Ballas
Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,7,Eliminated Week 4,9,6.0,5.5,6.0,,5.0,6.0,5.0,,7.0,7.0,6.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,rocco dispirito,0.33333333333333337,17.5,16.0,20.0,17.833333333333332,0.0882186309183359,0.0876723468021145,0.1034840988678426,0.09312502552943099,1.2499999999999967,0.007632733974753339,41,TV Personality,Karina Smirnoff,United States,New York,TV Personality,Karina Smirnoff
Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,7,1st Place,1,8.0,8.0,8.5,,8.0,8.0,8.0,,9.0,10.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,10.0,8.0,,10.0,10.0,10.0,,9.5,8.5,9.5,,8.0,8.5,8.0,,10.0,10.0,10.0,,,,,,brooke burke,1.0,24.5,24.0,28.0,25.5,0.091926440351134,0.0953796725080294,0.1168295270874805,0.1013785466488813,1.7499999999999991,0.01245154336817325,37,TV Personality,Derek Hough,United States,Connecticut,TV Personality,Derek Hough
Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,9.0,10.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,9.5,10.0,9.5,,gilles marini,0.9166666666666666,24.0,27.0,27.0,26.0,0.0863187469136772,0.1040600534460962,0.1134986576152239,0.10129248599166578,1.4999999999999996,0.013589955350773337,33,Actor/Actress,Cheryl Burke,France,Unknown,Actor/Actress,Cheryl Burke
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,6.0,6.0,6.0,,7.0,7.0,7.0,,5.0,6.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,denise richards,0.08333333333333337,18.0,21.0,16.0,18.333333333333332,0.050541224388873,0.0505841986180212,0.0468938917222436,0.04933977157637926,-0.9999999999999994,-0.0018236663333147003,38,Actor/Actress,Maksim Chmerkoskiy,United States,Illinois,Actor/Actress,Maksim Chmerkoskiy
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,6.0,7.0,6.0,,6.0,5.0,6.0,,8.0,8.0,8.0,,8.0,7.0,7.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,david alan grier,0.33333333333333337,19.0,17.0,24.0,20.0,0.0681049973866412,0.0602108688890982,0.0628240007906332,0.0637132890221242,2.4999999999999964,-0.0026404982980040084,52,Actor/Actress,Kym Johnson,United States,Michigan,Actor/Actress,Kym Johnson
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,6.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,7.0,5.0,7.0,,6.0,7.0,7.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,lawrence taylor,0.5,16.0,20.0,20.0,18.666666666666668,0.0524365966866809,0.0508786186451332,0.0500393155364527,0.051118176956088925,2.0000000000000013,-0.0011986405751140926,50,Athlete,Edyta Sliwinska,United States,Virginia,Athlete,Other
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,5.0,4.0,5.0,,7.0,6.0,7.0,,8.0,8.0,7.0,,9.0,8.0,8.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,7.5,8.0,7.5,,8.0,8.0,8.0,,0.0,0.0,0.0,,ty murray,0.75,14.0,20.0,23.0,19.0,0.0712861845881239,0.0691681541042306,0.0711112347416374,0.07052185781133063,4.5,-8.747492324325073e-05,39,Athlete,Chelsie Hightower,United States,Arizona,Athlete,Other
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,8.0,8.0,7.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,9.0,8.0,9.0,,9.5,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,shawn johnson,1.0,23.0,24.0,27.0,24.666666666666668,0.1072045655266289,0.117757153072256,0.1284381312105975,0.11779994993649412,2.0000000000000004,0.010616782841984295,17,Athlete,Mark Ballas,United States,Iowa,Athlete,Mark Ballas
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,5.0,4.0,4.0,,6.0,5.0,6.0,,4.0,3.0,3.0,,4.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,steve wozniak,0.25,13.0,17.0,10.0,13.333333333333334,0.0758362659106055,0.0670459971954703,0.0568803535172493,0.0665875388744417,-1.5000000000000004,-0.009477956196678091,58,Entrepreneur,Karina Smirnoff,United States,California,Other,Karina Smirnoff
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,6.0,6.0,5.0,,6.0,6.0,6.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,belinda carlisle,0.0,17.0,18.0,,17.5,0.0790714728844437,0.07210809841659,0.0527699713844266,0.06798318089515344,1.0,-0.013150750750008537,50,Singer/Rapper,Jonathan Roberts,United States,California,Singer/Rapper,Other
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,6.0,7.0,7.0,,6.0,7.0,7.0,,8.0,7.0,8.0,,8.0,7.0,7.0,,7.0,8.0,8.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,chuck wicks,0.5833333333333333,20.0,20.0,23.0,21.0,0.0962923690892049,0.093431363492179,0.0960560493129775,0.09525992729812045,1.500000000000002,-0.00011815988811370446,29,Singer/Rapper,Julianne Hough,United States,Delaware,Singer/Rapper,Other
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,7.0,7.0,7.0,,8.0,7.0,8.0,,8.0,8.0,9.0,,9.0,8.0,10.0,,9.0,8.0,9.0,,10.0,8.0,10.0,,9.0,8.0,9.0,,9.0,9.0,10.0,,8.5,9.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,lil kim,0.6666666666666667,21.0,23.0,25.0,23.0,0.0922384156582233,0.098223985225855,0.1040128287825464,0.0981584098888749,1.999999999999999,0.005887206562161543,34,Singer/Rapper,Derek Hough,United States,New York,Singer/Rapper,Derek Hough
Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,6.0,5.0,6.0,,5.0,4.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,7.0,4.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,steveo,0.41666666666666663,17.0,14.0,15.0,15.333333333333334,0.065759279186894,0.0529722057016638,0.048387234062835,0.05570623965046426,-1.0000000000000009,-0.0086860225620295,34,TV Personality,Lacey Schwimmer,England,Unknown,TV Personality,Other
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,6.0,6.0,,5.0,6.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,holly madison,0.16666666666666663,18.0,18.0,17.0,17.666666666666668,0.0680999824412409,0.0621028046766932,0.058429380009522,0.06287738904248537,-0.5000000000000024,-0.004835301215859455,30,TV Personality,Dmitry Chaplin,United States,Oregon,TV Personality,Other
